BALANCE_AS_OF_DATE,BALANCE_AS_OF_DAY,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK,STOCK_SELL_VALUE,SHELF_LIFE_IN_MONTH,SHELF_LIFE_IN_DAYS,AGING_DAYS,IS_OVER_SHELFLIFE,DAYS_TO_EXPIRE,LOSS_VALUE_PERCENT,LOSS_VALUE(OCCUR),LOSS_VALUE,PREVENTABLE
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0067,24750,10148,8,240,398.00,YES,-158,20,"2,029.60","2,029.60", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,368.00,YES,-188,20,"2,029.60","2,029.60", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,337.00,YES,-157,20,"2,029.60","2,029.60", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,337.00,YES,-157,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,306.00,YES,-126,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,276.00,YES,-96,20,"2,029.60","2,029.60", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0335,56375,40590,8,240,215.00,NO,25,5, -   ,"2,029.50","2,029.50"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0313,1025,4059,4,120,550.00,YES,-430,50,"2,029.50","2,029.50", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0180,56375,40590,4,120,490.00,YES,-370,5,"2,029.50","2,029.50", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0099,22000,10120,6,180,490.00,YES,-310,20,"2,024.00","2,024.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0430,2575,8086,5,150,215.00,YES,-65,25,"2,021.50","2,021.50", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0153,6875,6738,4,120,429.00,YES,-309,30,"2,021.40","2,021.40", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0382,2750,20213,6,180,306.00,YES,-126,10,"2,021.30","2,021.30", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0416,19250,20213,4,120,429.00,YES,-309,10,"2,021.30","2,021.30", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0182,8750,20213,2,60,245.00,YES,-185,10,"2,021.30","2,021.30", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0237,57750,40425,8,240,306.00,YES,-66,5,"2,021.25","2,021.25", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0237,57750,40425,8,240,276.00,YES,-36,5,"2,021.25","2,021.25", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,16500,8085,7,210,245.00,YES,-35,25,"2,021.25","2,021.25", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,16500,8085,7,210,245.00,YES,-35,25,"2,021.25","2,021.25", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0156,9625,10106,8,240,519.00,YES,-279,20,"2,021.20","2,021.20", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0156,9625,10106,8,240,459.00,YES,-219,20,"2,021.20","2,021.20", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0156,9625,10106,8,240,459.00,YES,-219,20,"2,021.20","2,021.20", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0345,33675,40410,6,180,398.00,YES,-218,5,"2,020.50","2,020.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0345,33675,40410,6,180,368.00,YES,-188,5,"2,020.50","2,020.50", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0109,17875,20199,8,240,519.00,YES,-279,10,"2,019.90","2,019.90", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0111,1125,6728,2,60,459.00,YES,-399,30,"2,018.40","2,018.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0111,1125,6728,2,60,429.00,YES,-369,30,"2,018.40","2,018.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0111,1125,6728,2,60,398.00,YES,-338,30,"2,018.40","2,018.40", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0111,1125,6728,2,60,368.00,YES,-308,30,"2,018.40","2,018.40", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,429.00,YES,-189,25,"2,015.75","2,015.75", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,398.00,YES,-158,25,"2,015.75","2,015.75", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,368.00,YES,-128,25,"2,015.75","2,015.75", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,368.00,YES,-128,25,"2,015.75","2,015.75", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,306.00,YES,-66,25,"2,015.75","2,015.75", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,306.00,YES,-66,25,"2,015.75","2,015.75", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,276.00,YES,-36,25,"2,015.75","2,015.75", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0366,3750,8063,8,240,276.00,YES,-36,25,"2,015.75","2,015.75", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0145,625,6719,6,180,519.00,YES,-339,30,"2,015.70","2,015.70", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,550.00,YES,-190,20,"2,012.20","2,012.20", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,550.00,YES,-190,20,"2,012.20","2,012.20", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,519.00,YES,-159,20,"2,012.20","2,012.20", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,519.00,YES,-159,20,"2,012.20","2,012.20", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,490.00,YES,-130,20,"2,012.20","2,012.20", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,490.00,YES,-130,20,"2,012.20","2,012.20", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,490.00,YES,-130,20,"2,012.20","2,012.20", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,459.00,YES,-99,20,"2,012.20","2,012.20", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,459.00,YES,-99,20,"2,012.20","2,012.20", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,429.00,YES,-69,20,"2,012.20","2,012.20", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,429.00,YES,-69,20,"2,012.20","2,012.20", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0323,1425,10061,12,360,398.00,YES,-38,20,"2,012.20","2,012.20", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,398.00,YES,-38,20,"2,012.20","2,012.20", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0323,1325,10061,12,360,368.00,YES,-8,20,"2,012.20","2,012.20", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0007,9625,20116,2,60,306.00,YES,-246,10,"2,011.60","2,011.60", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0007,9625,20116,2,60,184.00,YES,-124,10,"2,011.60","2,011.60", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0007,9625,20116,2,60,184.00,YES,-124,10,"2,011.60","2,011.60", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0156,1325,10057,8,240,550.00,YES,-310,20,"2,011.40","2,011.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0156,1325,10057,8,240,519.00,YES,-279,20,"2,011.40","2,011.40", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0065,12375,8044,4,120,490.00,YES,-370,25,"2,011.00","2,011.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0116,12375,8044,5,150,184.00,YES,-34,25,"2,011.00","2,011.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0327,20625,13406,8,240,276.00,YES,-36,15,"2,010.90","2,010.90", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0374,1250,8038,3,90,368.00,YES,-278,25,"2,009.50","2,009.50", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0374,1250,8038,3,90,337.00,YES,-247,25,"2,009.50","2,009.50", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0374,1250,8038,3,90,306.00,YES,-216,25,"2,009.50","2,009.50", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0279,1032,5737,3,90,215.00,YES,-125,35,"2,007.95","2,007.95", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0237,55000,40150,8,240,368.00,YES,-128,5,"2,007.50","2,007.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0335,55000,40150,8,240,245.00,YES,-5,5,"2,007.50","2,007.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0237,54950,40114,8,240,368.00,YES,-128,5,"2,005.70","2,005.70", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0344,4125,6683,4,120,519.00,YES,-399,30,"2,004.90","2,004.90", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0263,12375,6683,5,150,306.00,YES,-156,30,"2,004.90","2,004.90", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0263,12375,6683,5,150,245.00,YES,-95,30,"2,004.90","2,004.90", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0335,49500,40095,8,240,550.00,YES,-310,5,"2,004.75","2,004.75", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0037,24750,13365,3,90,490.00,YES,-400,15,"2,004.75","2,004.75", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0363,72875,40081,7,210,184.00,NO,26,5, -   ,"2,004.05","2,004.05"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0171,72875,40081,6,180,184.00,YES,-4,5,"2,004.05","2,004.05", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0345,33675,40073,6,180,337.00,YES,-157,5,"2,003.65","2,003.65", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0416,19250,20020,4,120,398.00,YES,-278,10,"2,002.00","2,002.00", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0416,19250,20020,4,120,368.00,YES,-248,10,"2,002.00","2,002.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0180,0,40026,4,120,429.00,YES,-309,5,"2,001.30","2,001.30", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0122,8700,10005,2,60,184.00,YES,-124,20,"2,001.00","2,001.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0355,4125,8003,7,210,215.00,YES,-5,25,"2,000.75","2,000.75", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0355,4125,8003,7,210,215.00,YES,-5,25,"2,000.75","2,000.75", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0153,6875,6669,4,120,398.00,YES,-278,30,"2,000.70","2,000.70", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0153,6875,6669,4,120,368.00,YES,-248,30,"2,000.70","2,000.70", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0178,2525,9999,11,330,519.00,YES,-189,20,"1,999.80","1,999.80", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0037,26125,13324,3,90,184.00,YES,-94,15,"1,998.60","1,998.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0363,70125,39971,7,210,276.00,YES,-66,5,"1,998.55","1,998.55", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0078,50575,39954,3,90,245.00,YES,-155,5,"1,997.70","1,997.70", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0372,30250,19965,8,240,550.00,YES,-310,10,"1,996.50","1,996.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0122,8750,9975,2,60,245.00,YES,-185,20,"1,995.00","1,995.00", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0327,19250,13283,8,240,519.00,YES,-279,15,"1,992.45","1,992.45", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0258,1357,7953,9,270,368.00,YES,-98,25,"1,988.25","1,988.25", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0303,11225,19868,5,150,184.00,YES,-34,10,"1,986.80","1,986.80", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0415,12375,13241,8,240,429.00,YES,-189,15,"1,986.15","1,986.15", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0122,8625,9919,2,60,184.00,YES,-124,20,"1,983.80","1,983.80", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0082,775,6611,3,90,429.00,YES,-339,30,"1,983.30","1,983.30", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0416,19250,19828,4,120,490.00,YES,-370,10,"1,982.80","1,982.80", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0416,19250,19828,4,120,459.00,YES,-339,10,"1,982.80","1,982.80", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0416,19250,19828,4,120,459.00,YES,-339,10,"1,982.80","1,982.80", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0044,19250,39655,6,180,184.00,YES,-4,5,"1,982.75","1,982.75", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,184.00,NO,56,20, -   ,"1,980.00","1,980.00"
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0313,1000,3960,4,120,519.00,YES,-399,50,"1,980.00","1,980.00", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0099,20625,9900,6,180,550.00,YES,-370,20,"1,980.00","1,980.00", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0336,11000,6600,8,240,550.00,YES,-310,30,"1,980.00","1,980.00", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0335,49500,39600,8,240,519.00,YES,-279,5,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0099,22000,9900,6,180,459.00,YES,-279,20,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0099,22000,9900,6,180,459.00,YES,-279,20,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0234,27500,19800,5,150,459.00,YES,-309,10,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0234,27500,19800,5,150,459.00,YES,-309,10,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,459.00,YES,-219,20,"1,980.00","1,980.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,459.00,YES,-219,20,"1,980.00","1,980.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0099,22000,9900,6,180,429.00,YES,-249,20,"1,980.00","1,980.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0099,22000,9900,6,180,398.00,YES,-218,20,"1,980.00","1,980.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0065,12375,7920,4,120,398.00,YES,-278,25,"1,980.00","1,980.00", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,337.00,YES,-97,20,"1,980.00","1,980.00", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,306.00,YES,-66,20,"1,980.00","1,980.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0109,16500,19800,8,240,276.00,YES,-36,10,"1,980.00","1,980.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,276.00,YES,-36,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0068,24750,9900,6,180,245.00,YES,-65,20,"1,980.00","1,980.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0067,24750,9900,8,240,245.00,YES,-5,20,"1,980.00","1,980.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0098,24750,19776,5,150,276.00,YES,-126,10,"1,977.60","1,977.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0122,8750,9888,2,60,276.00,YES,-216,20,"1,977.60","1,977.60", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0323,1400,9884,12,360,337.00,NO,23,20, -   ,"1,976.80","1,976.80"
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0323,1325,9884,12,360,337.00,NO,23,20, -   ,"1,976.80","1,976.80"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1400,9884,12,360,550.00,YES,-190,20,"1,976.80","1,976.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,550.00,YES,-190,20,"1,976.80","1,976.80", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1400,9884,12,360,519.00,YES,-159,20,"1,976.80","1,976.80", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,519.00,YES,-159,20,"1,976.80","1,976.80", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1400,9884,12,360,490.00,YES,-130,20,"1,976.80","1,976.80", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,490.00,YES,-130,20,"1,976.80","1,976.80", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,459.00,YES,-99,20,"1,976.80","1,976.80", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,429.00,YES,-69,20,"1,976.80","1,976.80", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,398.00,YES,-38,20,"1,976.80","1,976.80", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0323,1300,9884,12,360,368.00,YES,-8,20,"1,976.80","1,976.80", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0323,1400,9884,12,360,368.00,YES,-8,20,"1,976.80","1,976.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0053,1300,9867,2,60,550.00,YES,-490,20,"1,973.40","1,973.40", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0180,0,39463,4,120,459.00,YES,-339,5,"1,973.15","1,973.15", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0180,0,39463,4,120,459.00,YES,-339,5,"1,973.15","1,973.15", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0180,56375,39463,4,120,398.00,YES,-278,5,"1,973.15","1,973.15", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0078,50575,39449,3,90,215.00,YES,-125,5,"1,972.45","1,972.45", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0078,50575,39449,3,90,184.00,YES,-94,5,"1,972.45","1,972.45", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0366,3750,7875,8,240,459.00,YES,-219,25,"1,968.75","1,968.75", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0366,3750,7875,8,240,459.00,YES,-219,25,"1,968.75","1,968.75", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0105,24750,13118,3,90,490.00,YES,-400,15,"1,967.70","1,967.70", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0263,12375,6559,5,150,215.00,YES,-65,30,"1,967.70","1,967.70", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0122,8625,9833,2,60,215.00,YES,-155,20,"1,966.60","1,966.60", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0072,13750,19663,6,180,215.00,YES,-35,10,"1,966.30","1,966.30", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0308,15125,7865,4,120,429.00,YES,-309,25,"1,966.25","1,966.25", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0308,15125,7865,4,120,398.00,YES,-278,25,"1,966.25","1,966.25", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0143,925,9824,3,90,429.00,YES,-339,20,"1,964.80","1,964.80", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0303,11225,19644,5,150,215.00,YES,-65,10,"1,964.40","1,964.40", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0421,23375,13090,8,240,184.00,NO,56,15, -   ,"1,963.50","1,963.50"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0237,57750,39270,8,240,184.00,NO,56,5, -   ,"1,963.50","1,963.50"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0237,57750,39270,8,240,184.00,NO,56,5, -   ,"1,963.50","1,963.50"
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0276,19250,39270,5,150,490.00,YES,-340,5,"1,963.50","1,963.50", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0165,9625,19635,5,150,368.00,YES,-218,10,"1,963.50","1,963.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0171,70125,39270,6,180,368.00,YES,-188,5,"1,963.50","1,963.50", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0171,70125,39270,6,180,276.00,YES,-96,5,"1,963.50","1,963.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0237,57750,39270,8,240,245.00,YES,-5,5,"1,963.50","1,963.50", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0255,77000,39270,6,180,184.00,YES,-4,5,"1,963.50","1,963.50", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0098,23375,19589,5,150,550.00,YES,-400,10,"1,958.90","1,958.90", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0237,53625,39146,8,240,368.00,YES,-128,5,"1,957.30","1,957.30", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0044,17875,39146,6,180,306.00,YES,-126,5,"1,957.30","1,957.30", -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0400,19175,39117,5,150,306.00,YES,-156,5,"1,955.85","1,955.85", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0234,0,19553,5,150,550.00,YES,-400,10,"1,955.30","1,955.30", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0268,2750,3905,12,360,215.00,NO,145,50, -   ,"1,952.50","1,952.50"
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0237,54950,39015,8,240,398.00,YES,-158,5,"1,950.75","1,950.75", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0237,54950,39015,8,240,337.00,YES,-97,5,"1,950.75","1,950.75", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0327,20625,12994,8,240,215.00,NO,25,15, -   ,"1,949.10","1,949.10"
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0327,20625,12994,8,240,245.00,YES,-5,15,"1,949.10","1,949.10", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0335,48125,38981,8,240,550.00,YES,-310,5,"1,949.05","1,949.05", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0044,17875,38968,6,180,245.00,YES,-65,5,"1,948.40","1,948.40", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0044,17875,38968,6,180,215.00,YES,-35,5,"1,948.40","1,948.40", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0089,68350,38960,4,120,368.00,YES,-248,5,"1,948.00","1,948.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0073,2625,5565,8,240,215.00,NO,25,35, -   ,"1,947.75","1,947.75"
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0319,5300,38955,8,240,368.00,YES,-128,5,"1,947.75","1,947.75", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0336,11000,6490,8,240,519.00,YES,-279,30,"1,947.00","1,947.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0390,11000,6490,7,210,459.00,YES,-249,30,"1,947.00","1,947.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0390,11000,6490,7,210,459.00,YES,-249,30,"1,947.00","1,947.00", -   
